,User_ID,Country,Age,Harry_Potter_1,A_Painted_House,Snow_Falling_on_Cedars,The_Firm,Harry_Potter_5,Ladies_Detective_Agency,The_Rainmaker,The_Bridges_of_Madison_County,A_Child_Called_It,Bridget_Jones_Diary,Stones_From_The_River,The_Perfect_Storm
15982,5350,germany,20,0,0,0,0,0,0,0,0,0,0,0,0
23205,5366,spain,37,0,0,0,0,0,0,0,0,0,0,0,0
4062,5375,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
24128,5383,other,22,0,0,0,0,0,0,0,0,0,0,0,0
627,5385,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
8595,5414,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17287,5439,usa,66,0,0,0,0,0,0,0,0,0,0,0,0
23438,5444,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
8691,5451,usa,24,0,0,0,0,0,0,0,0,0,0,0,0
13119,5459,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1563,5462,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23343,5463,spain,31,0,0,0,0,0,0,0,0,0,0,0,0
13167,5468,usa,15,0,0,0,0,0,0,0,0,0,0,0,0
3160,5471,spain,60,0,0,0,0,0,0,0,0,0,0,0,0
3562,5476,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
12818,5479,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
7170,5490,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
13182,5492,usa,48,0,0,0,0,0,0,0,0,0,0,0,0
11454,5499,usa,60,0,0,0,0,0,0,0,0,0,0,0,0
22071,5513,spain,17,0,0,0,0,0,0,0,0,0,0,0,0
15913,5526,usa,49,0,0,0,0,0,0,0,0,0,0,0,0
18118,5535,belgium,22,0,0,0,0,0,0,0,0,0,0,0,0
2303,5543,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
8256,5576,canada,23,0,0,0,0,0,0,0,0,0,0,0,0
871,5582,usa,26,0,0,0,0,0,0,0,1,0,1,0,0
19130,5604,germany,48,0,0,0,0,0,0,0,0,0,0,0,0
23483,5639,italy,34,0,0,0,0,0,0,0,0,0,0,0,0
18055,5644,france,23,0,0,0,0,0,0,0,0,0,0,0,0
23439,5649,other,35,0,0,0,0,0,0,0,0,0,0,0,0
11628,5674,usa,15,0,0,0,0,0,0,0,0,0,0,0,0
23338,5757,Spain,37,0,0,0,0,0,0,0,0,0,0,0,0
10397,5784,canada,60,0,0,0,0,0,0,0,0,0,0,0,0
16218,5790,united kingdom,34,0,0,0,0,0,0,0,0,0,0,0,0
23114,5821,spain,36,0,0,0,0,0,0,0,0,0,0,0,0
9489,5830,usa,19,0,0,0,0,0,0,0,0,0,0,0,0
19116,5834,germany,26,0,0,0,0,0,0,0,0,0,0,0,0
812,5861,usa,17,0,0,0,0,0,0,0,0,0,0,0,0
7474,5868,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
23277,5887,other,21,0,0,0,0,0,0,0,0,0,0,0,0
18783,5899,germany,25,0,0,0,0,0,0,0,0,0,0,0,0
10138,5903,austria,25,0,0,0,0,0,0,0,0,0,0,0,0
17662,5904,usa,37,0,0,0,0,0,0,0,0,0,0,0,0
17646,5905,canada,57,0,0,0,0,0,0,0,0,0,0,0,0
19305,5911,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
17317,5942,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23180,5951,spain,48,0,0,0,0,0,0,0,0,0,0,0,0
15589,5956,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
5964,5958,canada,37,0,0,0,0,0,0,0,0,0,0,0,0
14993,5998,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
5804,6051,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
21257,6052,germany,44,0,0,0,0,0,0,0,0,0,0,0,0
21515,6061,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
18589,6068,switzerland,34,0,0,0,0,0,0,0,0,0,0,0,0
7793,6073,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
14412,6076,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17506,6092,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
14758,6102,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
2166,6112,usa,16,0,0,0,0,0,0,0,0,0,0,0,0
4134,6115,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6302,6120,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
19960,6126,germany,20,0,0,0,0,0,0,0,0,0,0,0,0
16099,6142,other,40,0,0,0,0,0,0,0,0,0,0,0,0
12885,6153,usa,35,0,0,0,0,0,0,0,0,1,0,0,0
15786,6155,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
7547,6169,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
12974,6196,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18165,6207,france,23,0,0,0,0,0,0,0,0,0,0,0,0
9290,6238,united kingdom,38,0,0,0,0,0,0,0,0,0,0,0,0
3699,6239,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
282,6242,canada,35,0,0,1,0,0,0,0,0,0,0,1,0
2744,6265,usa,69,0,0,0,0,0,0,0,0,0,0,0,0
8623,6280,Spain,46,0,0,0,0,0,0,0,0,0,0,0,0
23774,6295,italy,30,0,0,0,0,0,0,0,0,0,0,0,0
22797,6313,other,35,0,0,0,0,0,0,0,0,0,0,0,0
13554,6323,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18415,6332,france,27,0,0,0,0,0,0,0,0,0,0,0,0
23349,6360,spain,21,0,0,0,0,0,0,0,0,0,0,0,0
11220,6366,spain,20,0,0,0,0,0,0,0,0,0,0,0,0
7300,6368,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
9320,6392,germany,35,0,0,1,0,0,0,0,0,0,0,0,0
13875,6394,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
13667,6401,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19167,6410,germany,61,0,0,0,0,0,0,0,0,0,0,0,0
17894,6411,france,17,0,0,0,0,0,0,0,0,0,0,0,0
6137,6431,usa,30,0,0,0,0,1,0,0,0,0,0,0,0
16310,6432,canada,21,0,0,0,0,0,0,0,0,0,0,0,0
17850,6445,france,29,0,0,0,0,0,0,0,0,0,0,0,0
11779,6492,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
17133,6493,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
4675,6497,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4355,6501,usa,25,0,0,0,0,0,0,0,0,0,0,0,0
18970,6509,germany,37,0,0,0,0,0,0,0,0,0,0,0,0
9160,6514,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
14245,6537,canada,28,0,0,0,0,0,0,0,0,0,0,0,0
6138,6563,usa,31,1,0,0,0,1,0,0,0,0,0,0,0
8244,6564,portugal,37,0,0,0,0,0,0,0,0,0,0,0,0
3066,6566,usa,35,0,0,0,0,0,1,0,0,0,0,0,0
283,6575,usa,35,0,0,1,0,0,1,0,0,0,1,0,0
6551,6604,usa,48,0,0,0,0,0,0,0,0,0,0,0,0
13768,6611,other,22,0,0,0,0,0,0,0,0,0,0,0,0
2030,6637,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
917,6648,usa,70,0,0,0,0,0,0,0,0,0,0,0,0
10424,6652,usa,41,0,0,0,0,0,0,0,0,0,0,0,0
1054,6670,usa,54,0,0,0,0,0,0,0,0,0,0,0,1
14458,6679,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19850,6712,germany,104,0,0,0,0,0,0,0,0,0,0,0,0
2604,6731,usa,29,0,0,0,0,0,0,0,0,0,0,0,0
7433,6761,usa,53,0,0,0,0,0,0,0,0,0,0,0,0
8149,6769,usa,56,0,0,0,0,0,0,0,0,0,0,0,0
7964,6781,usa,22,0,0,0,0,0,0,0,0,0,0,0,0
1187,6782,usa,22,0,0,0,0,0,0,0,0,0,0,0,0
17652,6792,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18240,6855,france,41,0,0,0,0,0,0,0,0,0,0,0,0
9993,6866,france,51,0,0,0,0,0,0,0,0,0,0,0,0
22297,6889,spain,20,0,0,0,0,0,0,0,0,0,0,0,0
18711,6891,france,35,0,0,0,0,0,0,0,0,0,0,0,0
4502,6893,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
7340,6894,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
5664,6917,usa,39,0,0,0,0,0,0,0,0,0,0,0,0
10633,6931,usa,44,0,0,0,0,0,0,0,0,0,0,0,0
4901,6950,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9155,6958,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
14739,6967,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3179,6969,united kingdom,29,0,0,0,0,0,0,0,0,0,0,0,0
23761,6998,italy,33,0,0,0,0,0,0,0,0,0,0,0,0
11675,7007,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9515,7035,usa,42,0,0,0,0,0,0,0,0,0,0,0,0
12728,7055,usa,64,0,0,0,0,0,0,0,0,0,0,0,0
12838,7056,canada,31,0,0,0,0,0,0,0,0,0,0,0,0
12603,7060,usa,16,0,0,0,0,0,0,0,0,0,0,0,0
8286,7072,usa,11,1,0,0,0,0,0,0,0,0,0,0,0
9647,7079,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
2263,7082,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1665,7105,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
15760,7108,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
9322,7119,usa,66,0,0,1,0,0,0,0,0,0,0,0,0
4126,7125,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
9748,7128,usa,8,0,0,0,0,0,0,0,0,0,0,0,0
22448,7132,spain,44,0,0,0,0,0,0,0,0,0,0,0,0
11384,7134,usa,23,0,0,0,0,0,1,0,0,0,0,0,0
23302,7139,spain,24,0,0,0,0,0,0,0,0,0,0,0,0
18785,7155,austria,32,0,0,0,0,0,0,0,0,0,0,0,0
24068,7161,united kingdom,16,0,0,0,0,0,0,0,0,0,0,0,0
22625,7181,spain,24,0,0,0,0,0,0,0,0,0,0,0,0
14115,7188,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17334,7189,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
22222,7198,spain,30,0,0,0,0,0,0,0,0,0,0,0,0
15535,7199,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17929,7202,spain,21,0,0,0,0,0,0,0,0,0,0,0,0
23060,7215,argentina,34,0,0,0,0,0,0,0,0,0,0,0,0
13974,7248,usa,22,0,0,0,0,0,0,0,0,0,0,0,0
10928,7259,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1286,7283,usa,30,0,1,0,0,0,0,0,0,0,0,0,0
2710,7286,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
23417,7300,other,35,0,0,0,0,0,0,0,0,0,0,0,0
16075,7317,united kingdom,39,0,0,0,0,0,0,0,0,0,0,0,0
4587,7341,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4185,7348,canada,24,0,0,0,0,0,0,0,0,0,0,0,0
15917,7361,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
24041,7374,netherlands,33,0,0,0,0,0,0,0,0,0,0,0,0
13304,7400,usa,22,0,0,0,0,0,0,0,0,0,0,0,0
3983,7418,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
13192,7426,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
12184,7429,usa,73,0,0,0,0,0,0,0,0,0,0,0,0
16754,7437,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
7086,7454,canada,29,0,0,0,0,0,0,0,0,0,0,0,0
702,7474,usa,50,0,0,0,0,0,0,0,0,0,0,0,0
8287,7482,usa,49,1,0,0,0,0,0,0,0,0,0,0,0
12197,7495,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
16872,7525,australia,33,0,0,0,0,0,0,0,0,0,0,0,0
22046,7531,other,35,0,0,0,0,0,0,0,0,0,0,0,0
20112,7547,germany,36,0,0,0,0,0,0,0,0,0,0,0,0
22615,7552,spain,25,0,0,0,0,0,0,0,0,0,0,0,0
17983,7556,france,50,0,0,0,0,0,0,0,0,0,0,0,0
1527,7560,other,35,0,0,0,0,0,0,0,0,0,0,0,0
7790,7574,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4957,7617,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
6473,7620,usa,21,0,0,0,0,0,0,1,0,0,0,1,0
14759,7621,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
13050,7684,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19654,7708,germany,18,0,0,0,0,0,0,0,0,0,0,0,0
20279,7712,germany,26,0,0,0,0,0,0,0,0,0,0,0,0
23562,7714,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
18125,7720,france,25,0,0,0,0,0,0,0,0,0,0,0,0
6422,7722,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15285,7736,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
21633,7793,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
8288,7809,usa,35,1,0,0,0,0,0,0,0,0,0,0,0
2108,7841,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23603,7853,italy,35,0,0,0,0,0,0,0,0,0,0,0,0
8030,7864,malaysia,17,0,0,0,0,0,0,0,0,0,0,0,0
19870,7867,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
10846,7882,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
12497,7886,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
10355,7890,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2431,7915,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
22683,7936,spain,51,0,0,0,0,0,0,0,0,0,0,0,0
2307,7958,portugal,27,0,0,0,0,0,0,0,0,0,0,0,0
9177,7970,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
8120,7980,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
15032,7984,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
173,8019,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
21520,8036,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
22204,8063,spain,25,0,0,0,0,0,0,0,0,0,0,0,0
2308,8066,usa,35,0,1,0,0,0,0,0,0,0,0,0,0
1932,8067,usa,26,0,0,0,0,0,0,0,0,0,1,0,0
23210,8094,spain,13,0,0,0,0,0,0,0,0,0,0,0,0
2109,8095,canada,22,0,0,0,0,0,0,0,0,0,0,0,0
16714,8127,united kingdom,22,0,0,0,0,0,0,0,0,0,0,0,0
15779,8135,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
14266,8188,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
18742,8207,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
13267,8212,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
6942,8234,usa,44,0,0,0,0,0,0,0,1,0,0,0,0
772,8245,usa,31,0,0,0,1,0,0,0,0,0,0,0,0
15387,8250,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
1757,8253,usa,26,0,0,1,1,0,0,0,0,0,0,0,0
11185,8255,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
9187,8265,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11178,8282,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3067,8284,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
13815,8292,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11342,8314,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
8880,8317,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19999,8344,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
2032,8346,usa,64,0,0,0,0,0,0,0,0,0,0,0,0
22031,8359,other,35,0,0,0,0,0,0,0,0,0,0,0,0
4577,8380,usa,19,0,0,0,0,0,0,0,0,0,0,0,0
10814,8393,usa,36,0,0,0,0,0,0,0,0,0,0,0,0
23076,8437,other,31,0,0,0,0,0,0,0,0,0,0,0,0
11891,8473,canada,22,0,0,0,0,0,0,0,0,0,0,0,0
5972,8476,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20511,8483,germany,36,0,0,0,0,0,0,0,0,0,0,0,0
7132,8487,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
18739,8503,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
22714,8512,spain,43,0,0,0,0,0,0,0,0,0,0,0,0
1379,8529,spain,35,0,0,0,0,0,0,0,0,0,0,0,0
21810,8535,switzerland,17,0,0,0,0,0,0,0,0,0,0,0,0
8816,8537,canada,43,0,0,0,0,0,0,0,0,0,0,0,0
23513,8544,italy,30,0,0,0,0,0,0,0,0,0,0,0,0
22033,8546,other,69,0,0,0,0,0,0,0,0,0,0,0,0
14795,8584,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11385,8630,usa,45,0,0,0,0,0,1,0,0,0,0,0,0
1933,8633,usa,35,0,0,0,0,0,0,0,0,0,1,0,0
2297,8660,austria,25,0,0,0,0,0,0,0,0,0,0,0,0
21258,8667,austria,35,0,0,0,0,0,0,0,0,0,0,0,0
2092,8672,usa,17,0,0,0,0,0,0,0,0,0,0,0,0
514,8681,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
23233,8686,spain,39,0,0,0,0,0,0,0,0,0,0,0,0
17458,8699,other,72,0,0,0,0,0,0,0,0,0,0,0,0
21856,8701,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
24190,8704,portugal,29,0,0,0,0,0,0,0,0,0,0,0,0
20976,8707,germany,19,0,0,0,0,0,0,0,0,0,0,0,0
10425,8712,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1802,8734,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
1221,8737,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
14313,8739,usa,51,0,0,0,0,0,0,0,0,0,0,0,0
21155,8754,other,17,0,0,0,0,0,0,0,0,0,0,0,0
16101,8762,united kingdom,22,0,0,0,0,0,0,0,0,0,0,0,0
22444,8765,spain,60,0,0,0,0,0,0,0,0,0,0,0,0
13028,8774,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
12886,8780,usa,35,0,0,0,0,0,0,0,0,1,0,0,0
8692,8801,usa,24,0,0,0,0,0,0,0,0,0,0,0,0
19470,8807,other,42,0,0,0,0,0,0,0,0,0,0,0,0
9486,8808,usa,26,0,0,0,0,0,0,0,0,0,0,0,0
19464,8817,germany,42,0,0,0,0,0,0,0,0,0,0,0,0
21980,8820,austria,25,0,0,0,0,0,0,0,0,0,0,0,0
12643,8844,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10094,8852,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
19333,8858,germany,33,0,0,0,0,0,0,0,0,0,0,0,0
11386,8864,usa,26,0,0,0,0,0,1,0,0,0,0,0,0
9223,8870,usa,45,0,0,0,0,0,0,0,0,0,0,0,0
1245,8872,usa,65,0,0,0,0,0,0,0,0,0,0,0,0
21709,8906,germany,44,0,0,0,0,0,0,0,0,0,0,0,0
19170,8914,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
20749,8922,germany,26,0,0,0,0,0,0,0,0,0,0,0,0
21400,8926,germany,30,0,0,0,0,0,0,0,0,0,0,0,0
1834,8930,usa,78,0,0,0,0,0,0,0,0,0,0,0,0
23440,8931,italy,31,0,0,0,0,0,0,0,0,0,0,0,0
9543,8935,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4666,8936,usa,18,0,0,0,0,0,0,0,0,0,0,0,0
8659,8937,other,37,0,0,0,0,0,0,0,0,0,0,0,0
7694,8942,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
13953,8955,usa,42,0,0,0,0,0,0,0,0,0,0,0,0
15929,8971,germany,27,0,0,0,0,0,0,0,0,0,0,0,0
24185,9016,portugal,28,0,0,0,0,0,0,0,0,0,0,0,0
15167,9027,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
22154,9029,spain,35,0,0,0,0,0,0,0,0,0,0,0,0
22915,9030,spain,39,0,0,0,0,0,0,0,0,0,0,0,0
22822,9031,Spain,25,0,0,0,0,0,0,0,0,0,0,0,0
12839,9034,other,35,0,0,0,0,0,0,0,0,0,0,0,0
6447,9139,usa,17,0,0,0,0,0,0,0,0,0,0,0,0
18060,9143,spain,47,0,0,0,0,0,0,0,0,0,0,0,0
7598,9151,usa,47,0,0,0,0,0,0,0,0,0,0,0,0
6428,9155,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
20831,9167,germany,39,0,0,0,0,0,0,0,0,0,0,0,0
20047,9179,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
16236,9183,canada,31,0,0,0,0,0,0,0,0,0,0,0,0
13277,9188,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
16043,9203,usa,69,0,0,0,0,0,0,0,0,0,0,0,0
15906,9226,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
3390,9227,usa,24,0,0,0,0,0,0,0,0,0,0,0,0
16034,9233,united kingdom,34,0,0,0,0,0,0,0,0,0,0,0,0
10858,9239,canada,17,0,0,0,0,0,0,0,0,0,0,0,0
19206,9244,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
15362,9277,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
23624,9286,switzerland,35,0,0,0,0,0,0,0,0,0,0,0,0
12361,9289,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4562,9313,portugal,35,0,0,0,0,0,0,0,0,0,0,0,0
22292,9334,spain,35,0,0,0,0,0,0,0,0,0,0,0,0
19309,9341,germany,33,0,0,0,0,0,0,0,0,0,0,0,0
18861,9344,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
18417,9347,france,25,0,0,0,0,0,0,0,0,0,0,0,0
19325,9353,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
7475,9354,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
16620,9381,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
13220,9385,usa,28,0,0,0,0,0,0,0,0,0,0,0,0
959,9408,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
16237,9414,united kingdom,37,0,0,0,0,0,0,0,0,0,0,0,0
2464,9417,canada,26,0,0,0,0,0,0,0,0,0,0,0,0
17969,9432,france,24,0,0,0,0,0,0,0,0,0,0,0,0
11889,9440,usa,21,0,0,0,0,0,0,0,0,0,0,0,0
12975,9460,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15749,9465,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11554,9474,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
12684,9487,united kingdom,43,0,0,0,0,0,0,0,0,0,0,0,0
8289,9490,united kingdom,13,1,0,0,0,0,0,0,0,0,0,0,0
7241,9504,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
11636,9506,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
3180,9516,united kingdom,27,0,0,0,0,0,0,0,0,0,0,0,0
7284,9568,usa,44,0,0,0,0,0,0,0,0,0,0,0,0
19131,9571,germany,27,0,0,0,0,0,0,0,0,0,0,0,0
15181,9572,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
10741,9580,united kingdom,35,0,0,0,0,0,0,0,0,0,0,0,0
14726,9603,usa,32,0,0,0,0,0,0,0,0,0,0,0,0
743,9613,usa,34,0,0,0,0,0,0,0,0,0,0,0,0
10114,9625,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
8290,9637,usa,35,1,0,0,0,0,0,0,0,0,0,0,0
11689,9654,usa,41,0,0,0,0,0,0,0,0,0,0,0,0
4961,9660,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
2686,9667,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
17746,9679,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
12707,9709,usa,24,0,0,0,0,0,0,0,0,0,0,0,0
7759,9747,usa,35,1,0,0,0,0,0,0,0,0,0,0,0
2776,9806,usa,25,0,0,0,0,0,0,0,0,0,0,0,0
15818,9834,usa,30,0,0,0,0,0,0,0,0,0,0,0,0
5837,9838,usa,42,0,0,0,0,0,0,0,0,0,0,0,0
18379,9850,france,29,0,0,0,0,0,0,0,0,0,0,0,0
7583,9906,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
4527,9908,usa,36,1,0,0,0,1,0,0,0,0,0,0,0
11189,9929,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
12137,9960,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
21593,9988,germany,34,0,0,0,0,0,0,0,0,0,0,0,0
8000,9991,usa,43,0,0,0,0,0,0,0,0,0,0,0,0
9538,10003,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
9163,10047,usa,20,0,0,0,0,0,0,0,0,0,0,0,0
16927,10059,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
727,10118,usa,44,0,0,0,0,0,0,0,0,0,0,0,0
6475,10162,canada,35,0,0,0,0,0,0,1,0,0,0,0,0
18948,10180,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
9768,10186,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
15344,10190,united kingdom,31,0,0,0,0,0,0,0,0,0,0,0,0
645,10199,australia,17,0,0,0,0,0,0,0,0,0,0,0,0
16246,10215,united kingdom,34,0,0,0,0,0,0,0,0,0,0,0,0
17688,10240,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
863,10241,usa,27,0,0,0,0,0,0,0,0,0,0,0,0
22743,10259,spain,35,0,0,0,0,0,0,0,0,0,0,0,0
14415,10273,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
1758,10314,usa,35,0,0,0,0,0,0,0,0,0,0,1,0
10761,10315,canada,18,0,0,0,0,0,0,0,0,0,0,0,0
24221,10326,portugal,28,0,0,0,0,0,0,0,0,0,0,0,0
9118,10329,new zealand,35,0,0,0,0,0,0,0,0,0,0,0,0
13100,10334,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
175,10351,usa,15,0,0,0,0,0,0,0,0,0,0,0,0
20108,10366,switzerland,35,0,0,0,0,0,0,0,0,0,0,0,0
23415,10369,brazil,23,0,0,0,0,0,0,0,0,0,0,0,0
11786,10385,canada,35,0,0,0,0,0,0,0,0,0,0,0,0
20722,10413,germany,24,0,0,0,0,0,0,0,0,0,0,0,0
1835,10447,usa,35,0,0,0,0,0,0,0,0,0,0,1,0
21722,10477,germany,35,0,0,0,0,0,0,0,0,0,0,0,0
13289,10508,usa,35,0,0,0,0,0,0,0,0,0,0,0,0
21700,10533,germany,38,0,0,0,0,0,0,0,0,0,0,0,0
19074,10546,germany,28,0,0,0,0,0,0,0,0,0,0,0,0
285,10560,usa,27,1,0,0,0,1,0,0,0,0,0,0,0
20265,10561,germany,16,0,0,0,0,0,0,0,0,0,0,0,0
20543,10569,germany,23,0,0,0,0,0,0,0,0,0,0,0,0
16331,10570,other,35,0,0,0,0,0,0,0,0,0,0,0,0
22142,10571,spain,25,0,0,0,0,0,0,0,0,0,0,0,0
18597,10573,france,17,0,0,0,0,0,0,0,0,0,0,0,0
12811,10590,malaysia,22,0,0,0,0,0,0,0,0,0,0,0,0
3756,10619,usa,33,0,0,0,0,0,0,0,0,0,0,0,0
18203,10620,switzerland,30,0,0,0,0,0,0,0,0,0,0,0,0
11840,10626,other,35,0,0,0,0,0,0,0,0,0,0,0,0
20888,10642,germany,49,0,0,0,0,0,0,0,0,0,0,0,0
